time;ax;ay;az;aT
1.275000;0.0283;-0.2277;0.6718;0.710
1.277000;0.1797;-0.2532;0.6419;0.713
1.279000;0.2830;-0.2688;0.5509;0.675
1.279000;0.0674;-0.1384;0.3138;0.350
1.284000;-0.0345;-0.0834;0.1916;0.212
1.294000;-0.0528;-0.0567;0.0968;0.124
1.304000;-0.0506;-0.0258;-0.0076;0.057
1.321000;-0.0571;0.0029;0.0099;0.058
1.325000;-0.0617;0.0444;-0.0144;0.077
1.375000;-0.0691;0.0804;-0.0471;0.116
1.378000;-0.0948;0.1156;-0.1575;0.217
1.378000;-0.0637;0.1262;-0.2750;0.309
1.379000;-0.0409;0.0771;-0.2944;0.307
1.380000;-0.0414;0.0126;-0.2921;0.295
1.384000;-0.0306;-0.0037;-0.1521;0.155
1.394000;-0.0282;0.0004;-0.0253;0.038
1.404000;0.0207;0.0478;0.0104;0.053
1.415000;0.0515;0.0990;-0.0245;0.114
1.424000;0.1024;0.1062;-0.2151;0.261
1.452000;0.1314;0.1242;-0.4703;0.504
1.454000;0.1587;0.1207;-0.6441;0.674
1.455000;0.1109;0.0506;-0.6671;0.678
1.464000;0.0463;-0.0432;-0.6349;0.638
1.475000;0.0180;-0.0654;-0.5022;0.507
1.484000;0.0686;-0.0547;-0.2797;0.293
1.495000;0.1660;-0.0051;-0.1351;0.214
1.504000;0.2512;0.0995;-0.0396;0.273
1.514000;0.3224;0.2128;-0.0088;0.386
1.524000;0.3064;0.2892;0.0113;0.421
1.536000;0.2353;0.3075;-0.0488;0.390
1.594000;0.1790;0.2979;-0.0285;0.349
1.596000;0.1434;0.2715;0.0683;0.315
1.597000;0.1198;0.2237;0.2311;0.343
1.598000;0.0880;0.1704;0.4778;0.515
1.599000;0.0461;0.1238;0.7497;0.761
1.600000;-0.0098;0.1312;0.9737;0.983
1.604000;-0.0628;0.1409;1.0875;1.098
1.615000;-0.1262;0.1582;1.0529;1.072
1.624000;-0.0836;0.1833;0.9428;0.964
1.635000;-0.0820;0.2127;0.8135;0.845
1.680000;-0.1183;0.1752;0.6818;0.714
1.682000;-0.1240;0.1668;0.5608;0.598
1.683000;-0.1390;0.1571;0.5033;0.545
1.684000;-0.1638;0.0791;0.4541;0.489
1.685000;-0.1178;0.0071;0.4169;0.433
1.695000;-0.0638;-0.0234;0.3893;0.395
1.704000;-0.0180;-0.0154;0.2731;0.274
1.714000;0.0123;0.0282;0.1725;0.175
1.724000;0.0434;0.0090;0.0684;0.081
1.735000;0.0581;-0.0424;0.0240;0.076
1.767000;0.0514;-0.0575;0.0528;0.093
1.768000;0.0590;-0.0823;0.1042;0.145
1.769000;0.0320;-0.0785;0.1114;0.140
1.774000;0.0269;-0.0999;0.1473;0.180
1.785000;0.0656;-0.0984;0.1318;0.177
1.795000;0.0768;-0.0681;0.1283;0.164
1.803000;0.0477;-0.0375;0.0505;0.079
1.814000;0.0339;-0.0154;-0.0081;0.038
1.823000;0.0040;-0.0111;-0.0774;0.078
1.835000;-0.0213;0.0190;-0.1301;0.133
1.868000;-0.0405;0.0038;-0.1240;0.131
1.869000;-0.0220;-0.0026;-0.0821;0.085
1.870000;0.0303;-0.0146;0.0316;0.046
1.874000;0.0360;-0.0469;0.1357;0.148
1.884000;-0.0268;-0.0611;0.2387;0.248
1.894000;-0.1115;-0.0747;0.2591;0.292
1.903000;-0.1640;-0.0710;0.2316;0.293
1.914000;-0.1602;-0.0261;0.1861;0.247
1.924000;-0.1127;-0.0044;0.1514;0.189
1.934000;-0.1700;0.0217;0.1407;0.222
1.971000;-0.2310;0.0272;0.0880;0.249
1.973000;-0.2748;0.0066;0.0521;0.280
1.974000;-0.2055;0.0043;0.0246;0.207
1.974000;-0.0664;0.0005;0.1371;0.152
1.984000;0.0351;-0.0272;0.2579;0.262
1.995000;0.0917;0.0154;0.2578;0.274
2.003000;0.1437;0.1041;0.3643;0.405
2.014000;0.1372;0.0439;0.3797;0.406
2.024000;0.0557;-0.0060;0.3652;0.369
2.034000;0.0241;-0.0111;0.3783;0.379
2.075000;0.0244;-0.0151;0.3782;0.379
2.077000;0.0597;0.0054;0.3518;0.357
2.078000;0.0676;0.0001;0.3458;0.352
2.079000;0.0343;-0.0402;0.2164;0.223
