time;ax;ay;az;aT
0.004000;-0.0089;-0.2999;-1.9483;1.971
0.005000;-0.0172;-0.2106;-1.7091;1.722
0.006000;-0.0464;-0.1313;-1.2992;1.307
0.009000;-0.0777;-0.0437;-0.9024;0.907
0.011000;-0.0791;0.0676;-0.4897;0.501
0.017000;-0.0536;0.1230;-0.1839;0.228
0.026000;-0.0871;0.1606;0.1041;0.210
0.027000;-0.0749;0.2220;0.2541;0.346
0.031000;-0.0479;0.2711;0.4028;0.488
0.039000;0.0133;0.3595;0.5124;0.626
0.041000;0.0897;0.4366;0.5743;0.727
0.046000;0.1484;0.5139;0.5960;0.801
0.051000;0.1825;0.5390;0.6019;0.828
0.055000;0.1637;0.4506;0.5518;0.731
0.061000;0.1536;0.3615;0.5244;0.655
0.065000;0.0946;0.2288;0.4623;0.524
0.074000;0.0385;0.1385;0.3636;0.391
0.075000;0.0182;0.1142;0.2568;0.282
0.081000;0.0165;0.1130;0.2106;0.240
0.087000;0.0620;0.1228;0.1272;0.187
0.091000;0.0956;0.1388;0.0497;0.176
0.095000;0.1679;0.1471;0.0157;0.224
0.101000;0.2174;0.1666;0.0204;0.275
0.108000;0.2304;0.1381;0.0063;0.269
0.109000;0.2239;0.1237;0.0305;0.258
0.114000;0.2098;0.1209;0.0430;0.246
0.129000;0.1905;0.1202;0.0697;0.236
0.130000;0.1680;0.0839;0.0821;0.205
0.130000;0.1280;0.0573;0.0827;0.163
0.134000;0.0935;0.0402;0.0786;0.129
0.140000;0.0308;0.0683;0.0533;0.092
0.145000;0.0116;0.0417;0.0684;0.081
0.150000;-0.0286;0.0508;0.0574;0.082
0.156000;-0.0328;0.0386;0.0488;0.070
0.159000;-0.0300;-0.0043;0.0047;0.031
0.164000;0.0082;0.0292;-0.0273;0.041
0.171000;-0.0110;-0.0135;-0.0543;0.057
0.179000;-0.0040;-0.0391;-0.1310;0.137
0.180000;0.0146;-0.0573;-0.1359;0.148
0.183000;-0.0384;-0.0444;-0.1362;0.148
0.189000;-0.0697;-0.0266;-0.1887;0.203
0.193000;-0.0845;-0.0374;-0.1531;0.179
0.197000;-0.1186;-0.0384;-0.1582;0.201
0.204000;-0.1295;-0.0536;-0.1586;0.212
0.208000;-0.1626;-0.0687;-0.1472;0.230
0.213000;-0.1843;-0.1052;-0.1453;0.257
0.229000;-0.1971;-0.1225;-0.1032;0.254
0.229000;-0.2104;-0.1090;-0.0565;0.244
0.230000;-0.2218;-0.1268;-0.0742;0.266
0.232000;-0.2360;-0.1896;0.0673;0.310
0.237000;-0.1865;-0.1240;-0.2387;0.327
0.244000;-0.1256;-0.1822;-0.0770;0.234
0.247000;-0.0816;-0.2066;-0.0995;0.243
0.257000;-0.0543;-0.2140;-0.0909;0.239
0.259000;-0.0459;-0.2305;-0.0564;0.242
0.261000;-0.0561;-0.2231;-0.0245;0.231
0.266000;-0.0683;-0.2418;-0.0451;0.255
0.272000;-0.0992;-0.2343;-0.0133;0.255
0.275000;-0.1033;-0.2410;-0.0102;0.262
0.284000;-0.0762;-0.2147;-0.0451;0.232
0.288000;-0.0801;-0.2171;-0.0654;0.240
0.292000;-0.1030;-0.2219;-0.1260;0.275
0.296000;-0.1048;-0.2075;-0.1768;0.292
0.300000;-0.1096;-0.1976;-0.2702;0.352
0.305000;-0.0749;-0.1660;-0.2849;0.338
0.310000;-0.0865;-0.1816;-0.2784;0.343
0.315000;-0.0793;-0.1731;-0.2506;0.315
0.321000;-0.0866;-0.1931;-0.2659;0.340
0.325000;-0.0601;-0.1866;-0.2906;0.351
0.330000;0.0165;-0.1732;-0.2652;0.317
0.334000;0.0527;-0.1528;-0.2565;0.303
