time;ax;ay;az;aT
0.002000;-0.1724;0.1181;-1.0430;1.064
0.003000;-0.0961;0.0254;-0.7268;0.734
0.003000;0.0106;-0.0424;-0.3607;0.363
0.010000;0.0500;-0.0699;0.0076;0.086
0.012000;0.0413;-0.1532;0.4066;0.436
0.017000;0.0886;-0.1508;0.9186;0.935
0.022000;0.1725;-0.1781;1.3510;1.374
0.027000;0.2525;-0.2289;1.6316;1.667
0.032000;0.2542;-0.3012;1.7105;1.755
0.037000;0.2290;-0.3713;1.5972;1.656
0.043000;0.1429;-0.4272;1.2964;1.372
0.047000;0.0471;-0.4141;0.9308;1.020
0.055000;-0.0125;-0.3720;0.4869;0.613
0.057000;-0.0574;-0.2487;0.1049;0.276
0.061000;-0.0613;-0.1057;-0.1519;0.195
0.066000;-0.0177;-0.0231;-0.3562;0.357
0.071000;0.0298;0.0686;-0.4990;0.505
0.076000;0.0876;0.1433;-0.5810;0.605
0.081000;0.1293;0.2039;-0.6149;0.661
0.085000;0.1947;0.2244;-0.5965;0.666
0.091000;0.2146;0.2314;-0.5191;0.607
0.095000;0.2201;0.1800;-0.4189;0.506
0.101000;0.1967;0.1561;-0.3671;0.445
0.106000;0.1115;0.1970;-0.3231;0.394
0.111000;0.0266;0.2146;-0.3269;0.392
0.115000;-0.0510;0.2639;-0.3070;0.408
0.120000;-0.0526;0.2142;-0.3348;0.401
0.126000;-0.0764;0.2466;-0.3600;0.443
0.130000;-0.0272;0.2109;-0.3874;0.442
0.135000;0.0021;0.1885;-0.4193;0.460
0.141000;0.0169;0.1553;-0.4130;0.442
0.145000;0.0055;0.1277;-0.3807;0.402
0.150000;-0.0387;0.1079;-0.3749;0.392
0.154000;-0.0562;0.0908;-0.3051;0.323
0.166000;-0.0754;0.0788;-0.2146;0.241
0.169000;-0.1033;0.0598;-0.1108;0.163
0.170000;-0.0898;0.0571;-0.0150;0.108
0.178000;-0.0874;0.0705;0.0301;0.116
0.179000;-0.0981;0.0807;0.0227;0.129
0.184000;-0.1313;0.0732;-0.0012;0.150
0.189000;-1.1182;1.2747;-0.3142;1.725
0.196000;-1.0750;0.7337;0.1299;1.308
0.199000;-0.8749;0.2388;0.0814;0.911
0.203000;-0.5089;0.0362;-0.0567;0.513
0.208000;-0.3250;-0.0280;-0.0939;0.339
0.215000;-0.3367;0.0339;-0.1285;0.362
0.218000;-0.3222;0.0571;-0.1864;0.377
0.223000;-0.3369;0.0611;-0.2321;0.414
0.229000;-0.3875;0.1295;-0.2679;0.489
0.233000;-0.4195;0.1552;-0.2915;0.534
0.238000;-0.2910;0.1153;-0.3246;0.451
0.243000;-0.1722;0.0670;-0.3432;0.390
0.248000;-0.0747;-0.0037;-0.4116;0.418
0.253000;0.0301;-0.0916;-0.4581;0.468
0.260000;0.0853;-0.1799;-0.4355;0.479
0.263000;0.1526;-0.2307;-0.3776;0.468
0.268000;0.2040;-0.2777;-0.3202;0.470
0.273000;0.2471;-0.3257;-0.2372;0.473
0.280000;0.2847;-0.3278;-0.2521;0.502
0.282000;0.2934;-0.3297;-0.2290;0.497
0.287000;0.2713;-0.3266;-0.2226;0.479
0.292000;0.2976;-0.3306;-0.1854;0.482
0.297000;0.3055;-0.3204;-0.1414;0.465
0.301000;0.3163;-0.3177;-0.0691;0.454
0.307000;0.3302;-0.2868;-0.0021;0.437
0.311000;0.3231;-0.2282;0.0764;0.403
0.316000;0.2569;-0.2088;0.1447;0.361
0.321000;0.2172;-0.1929;0.2221;0.366
0.326000;0.1775;-0.1545;0.1873;0.301
0.331000;0.1737;-0.0886;0.2050;0.283
0.336000;0.1296;-0.1379;0.4412;0.480
0.341000;-0.1180;-0.1689;0.3289;0.388
0.346000;-0.0258;-0.0748;0.3291;0.338
0.351000;0.1349;-0.0321;0.2793;0.312
0.356000;0.1713;-0.0687;0.1753;0.255
0.360000;0.1672;-0.0936;0.1243;0.228
0.367000;0.2130;-0.1589;0.0902;0.281
0.370000;0.2821;-0.1951;0.0468;0.346
0.376000;0.3481;-0.2472;0.0370;0.429
0.380000;0.4443;-0.2722;0.0487;0.523
0.385000;0.4848;-0.3368;0.0413;0.592
0.391000;0.4225;-0.3884;0.0743;0.579
0.395000;0.3671;-0.3890;0.1499;0.556
0.400000;0.2948;-0.3984;0.2060;0.537
0.405000;0.2771;-0.3786;0.2713;0.542
0.410000;0.2160;-0.3039;0.3385;0.504
0.415000;0.1804;-0.2297;0.3791;0.479
0.419000;0.1706;-0.2063;0.4100;0.490
0.424000;-0.1301;-0.1097;0.5619;0.587
0.429000;-0.2768;-0.1048;0.6678;0.730
0.435000;-0.1434;0.0041;0.4091;0.434
0.439000;-0.1889;0.0729;0.4827;0.523
0.444000;-0.2600;0.1236;0.4892;0.568
0.449000;-0.2705;0.1682;0.4196;0.527
0.455000;-0.2659;0.1663;0.4051;0.512
0.460000;-0.3678;0.2182;0.3622;0.560
0.464000;-0.4064;0.3426;0.2411;0.584
0.468000;-0.1586;0.3442;0.1730;0.417
0.473000;-0.0120;0.3026;0.0150;0.303
0.478000;0.0170;0.2210;-0.1279;0.256
0.483000;0.0600;0.1716;-0.2509;0.310
0.487000;0.0907;0.1378;-0.3113;0.352
0.495000;0.1281;0.1462;-0.3167;0.372
0.498000;0.1411;0.1606;-0.3483;0.409
0.502000;0.1226;0.1904;-0.3106;0.384
0.508000;0.0825;0.1807;-0.2376;0.310
0.513000;0.0306;0.1628;-0.1863;0.249
0.517000;-0.0427;0.1838;-0.1044;0.216
0.522000;-0.0921;0.2196;-0.0348;0.241
0.527000;-0.1224;0.2053;0.0201;0.240
0.534000;-0.1618;0.1981;0.0580;0.262
0.537000;-0.1672;0.2144;0.0481;0.276
0.545000;-0.1602;0.2016;0.0526;0.263
0.550000;-0.1906;0.1690;0.0500;0.260
0.553000;-0.1816;0.2026;0.0331;0.274
0.557000;-0.2074;0.1496;0.0591;0.262
0.565000;-0.2082;0.1462;0.0874;0.269
0.566000;-0.2393;0.1396;0.1156;0.300
0.571000;-0.2553;0.1252;0.1508;0.322
0.576000;-0.2517;0.1218;0.1430;0.314
0.582000;-0.2718;0.1128;0.1424;0.327
0.586000;-0.2633;0.1295;0.1156;0.315
0.591000;-0.2959;0.1123;0.0342;0.318
0.596000;-0.2525;0.0734;-0.0421;0.266
0.600000;-0.2406;0.0324;-0.0966;0.261
0.605000;-0.2052;-0.0011;-0.1579;0.259
0.610000;-0.1749;-0.0077;-0.1808;0.252
0.616000;-0.1616;-0.0136;-0.1632;0.230
0.620000;-0.1131;-0.0188;-0.1504;0.189
0.625000;-0.0890;-0.0186;-0.1091;0.142
0.630000;-0.0416;-0.0227;-0.0728;0.087
0.635000;-0.0236;0.0047;-0.0510;0.056
0.640000;-0.0088;-0.0179;-0.0340;0.039
0.645000;-0.0087;-0.0352;-0.0148;0.039
0.650000;-0.0540;-0.0616;0.0257;0.086
0.655000;-0.0610;-0.0282;0.0423;0.079
0.661000;-0.0869;-0.0450;0.0635;0.117
0.664000;-0.1292;-0.0547;0.1061;0.176
0.669000;-0.1330;-0.0407;0.1318;0.192
0.674000;-0.1296;-0.0250;0.1550;0.204
0.679000;-0.1571;-0.0287;0.1281;0.205
0.684000;-0.2130;-0.0591;0.0846;0.237
0.689000;-0.2202;-0.0512;0.0483;0.231
0.694000;-0.2415;-0.0603;0.0337;0.251
0.699000;-0.2511;-0.0978;-0.0116;0.270
0.703000;-0.2464;-0.0615;-0.0685;0.263
0.710000;-0.2418;-0.0751;-0.1130;0.277
0.714000;-0.2161;-0.0906;-0.1239;0.265
0.718000;-0.1885;-0.0986;-0.1205;0.245
0.723000;-0.1685;-0.1038;-0.1622;0.256
0.728000;-0.1035;-0.0730;-0.1609;0.205
0.735000;-0.0772;-0.0943;-0.1548;0.197
0.738000;-0.0489;-0.0725;-0.1583;0.181
0.745000;0.0050;-0.0671;-0.1499;0.164
0.748000;0.0346;-0.0830;-0.1273;0.156
0.753000;0.0258;-0.0819;-0.1311;0.157
0.758000;0.0837;-0.1042;-0.1490;0.200
0.763000;0.0866;-0.1001;-0.1146;0.175
0.767000;0.0966;-0.0866;-0.0662;0.146
0.772000;0.1471;-0.1276;-0.0586;0.203
0.777000;0.1477;-0.1542;0.0012;0.214
0.783000;0.1914;-0.1526;0.0273;0.246
0.787000;0.1876;-0.1586;0.0342;0.248
0.796000;0.2008;-0.1769;0.0055;0.268
0.797000;0.2000;-0.1673;-0.0183;0.261
0.801000;0.1760;-0.1298;-0.0418;0.223
0.807000;0.1807;-0.1072;-0.0865;0.227
0.815000;0.1262;-0.0898;-0.1641;0.226
0.816000;0.1527;-0.0919;-0.2172;0.281
0.821000;0.1101;-0.0631;-0.2937;0.320
0.827000;0.1247;-0.0414;-0.3742;0.397
0.831000;0.1341;-0.0336;-0.4446;0.466
0.836000;0.1125;0.0056;-0.4860;0.499
0.840000;0.1055;-0.0047;-0.4890;0.500
0.845000;0.1032;-0.0188;-0.4683;0.480
0.851000;0.1200;-0.0343;-0.4383;0.456
0.856000;0.1298;-0.0349;-0.4085;0.430
0.861000;0.1417;-0.0538;-0.3172;0.352
0.865000;0.1227;-0.0792;-0.2434;0.284
