time;ax;ay;az;aT
0.513000;0.0232;-0.0136;0.1329;0.136
0.521000;-0.0187;-0.0210;0.2564;0.258
0.531000;-0.0111;-0.0625;0.2999;0.307
0.541000;-0.0041;-0.0775;0.1856;0.201
0.551000;-0.0279;-0.0614;-0.0171;0.070
0.571000;-0.0832;-0.0131;-0.1155;0.143
0.572000;-0.0716;0.0315;-0.1099;0.135
0.581000;-0.0005;0.1084;-0.0877;0.139
0.591000;0.0461;0.1721;-0.0801;0.195
0.625000;0.0242;0.2111;-0.0893;0.231
0.627000;-0.0319;0.2205;-0.0577;0.230
0.628000;-0.0818;0.1855;-0.0094;0.203
0.632000;-0.1189;0.1027;0.0186;0.158
0.641000;-0.1902;0.0696;0.0381;0.206
0.651000;-0.2677;0.0564;0.0994;0.291
0.672000;-0.3353;0.0504;0.1980;0.393
0.673000;-0.3395;0.0420;0.2691;0.435
0.681000;-0.2494;0.0424;0.2722;0.372
0.691000;-0.1499;0.0323;0.1665;0.226
0.729000;-0.1462;0.1019;0.0932;0.201
0.730000;-0.2206;0.2030;0.1948;0.358
0.731000;-0.2183;0.1557;0.2869;0.393
0.733000;-0.1983;0.0935;0.3633;0.424
0.741000;-0.1722;0.0450;0.3845;0.424
0.752000;-0.1882;0.0243;0.4189;0.460
0.772000;-0.2077;0.0490;0.4821;0.527
0.773000;-0.1962;0.0111;0.4949;0.533
0.811000;-0.1219;-0.1060;0.5137;0.539
0.812000;-0.0845;-0.1889;0.5491;0.587
0.814000;-0.0933;-0.1960;0.5833;0.622
0.814000;-0.1128;-0.1648;0.5756;0.609
0.821000;-0.0811;-0.1398;0.4986;0.524
0.831000;-0.0103;-0.1261;0.3763;0.397
0.840000;0.0638;-0.0735;0.1776;0.202
0.851000;0.1052;0.0137;0.0173;0.108
0.865000;0.1771;0.1023;-0.1117;0.233
0.871000;0.2563;0.1669;-0.1510;0.341
0.902000;0.3226;0.1947;-0.1712;0.414
0.904000;0.3459;0.2142;-0.1941;0.451
0.904000;0.3376;0.1948;-0.2220;0.449
0.912000;0.3425;0.1689;-0.3076;0.490
0.921000;0.2808;0.1511;-0.3286;0.458
0.930000;0.2048;0.1632;-0.2673;0.374
0.940000;0.0729;0.1140;-0.1624;0.211
0.951000;-0.0266;0.0366;-0.0316;0.055
0.965000;-0.0580;-0.0525;0.0356;0.086
0.972000;-0.0529;-0.1161;0.0524;0.138
1.001000;-0.0853;-0.1767;0.1171;0.228
1.003000;-0.1223;-0.2124;0.1733;0.300
1.004000;-0.2233;-0.2721;0.2189;0.415
1.012000;-0.2957;-0.2841;0.1857;0.450
1.021000;-0.3305;-0.2589;0.1575;0.448
1.031000;-0.3491;-0.2099;0.1714;0.442
1.041000;-0.3192;-0.1730;0.2801;0.459
1.051000;-0.2694;-0.1595;0.2898;0.427
1.062000;-0.1989;-0.1345;0.1967;0.310
1.071000;-0.1754;-0.1069;0.1038;0.230
1.086000;-0.1545;-0.0588;0.0612;0.176
1.091000;-0.1207;0.0184;0.0819;0.147
1.134000;-0.0714;0.0804;0.1273;0.167
1.135000;-0.0305;0.1126;0.2239;0.252
1.136000;0.0023;0.1207;0.2579;0.285
1.137000;0.0228;0.1370;0.2250;0.264
1.141000;0.0342;0.1127;0.1586;0.198
1.152000;0.0196;0.1092;0.1090;0.156
1.161000;-0.0140;0.0913;0.0582;0.109
1.170000;-0.0144;0.0756;0.0997;0.126
1.182000;0.0022;0.0561;0.1351;0.146
1.191000;0.0442;0.0360;0.1692;0.178
1.229000;0.0829;0.0470;0.2115;0.232
1.231000;0.1522;0.0913;0.2920;0.342
1.232000;0.1826;0.1433;0.3485;0.419
1.233000;0.1823;0.1407;0.3417;0.412
1.241000;0.1569;0.1210;0.2859;0.348
1.252000;0.1166;0.0681;0.2293;0.266
1.265000;0.1450;0.0643;0.2099;0.263
1.271000;0.0961;0.0822;0.2400;0.271
1.285000;0.0543;0.1051;0.2498;0.276
1.292000;0.0737;0.1442;0.2250;0.277
1.333000;0.0676;0.1444;0.1906;0.248
1.335000;0.0778;0.1671;0.1250;0.223
1.335000;0.0732;0.1588;0.0509;0.182
1.336000;0.0785;0.1300;-0.0257;0.154
1.341000;0.0053;0.0550;-0.0186;0.058
1.351000;-0.0367;0.0099;0.0002;0.038
1.363000;-0.0786;-0.0079;0.1003;0.128
1.371000;-0.0929;-0.0212;0.2625;0.279
1.381000;-0.0757;-0.0521;0.3192;0.332
1.391000;-0.0599;-0.0535;0.3245;0.334
1.403000;-0.0765;-0.0240;0.2294;0.243
1.451000;-0.1024;-0.0123;0.1132;0.153
1.453000;-0.1283;-0.0147;0.0847;0.154
1.454000;-0.1408;-0.0205;0.1209;0.187
1.455000;-0.1286;-0.0047;0.1872;0.227
1.455000;-0.1032;0.0189;0.1997;0.226
1.463000;-0.1128;0.0109;0.1630;0.198
1.471000;-0.1632;-0.0020;0.1430;0.217
1.481000;-0.1972;0.0039;0.1410;0.242
1.491000;-0.2031;0.0056;0.1784;0.270
1.502000;-0.1859;0.0138;0.2600;0.320
1.549000;-0.1741;0.0235;0.3104;0.357
1.551000;-0.1751;0.0180;0.3106;0.357
1.552000;-0.1788;0.0034;0.3325;0.378
1.552000;-0.1534;0.0121;0.3700;0.401
1.553000;-0.1388;0.0105;0.3620;0.388
1.562000;-0.1356;-0.0050;0.3290;0.356
1.571000;-0.1152;-0.0159;0.3595;0.378
1.582000;-0.0834;-0.0694;0.4414;0.455
1.591000;-0.0434;-0.1087;0.4943;0.508
1.601000;-0.0166;-0.1525;0.5232;0.545
1.646000;-0.0376;-0.1666;0.4623;0.493
1.648000;-0.0256;-0.1580;0.3489;0.384
1.649000;0.0467;-0.1035;0.2392;0.265
1.650000;0.1637;-0.0083;0.1355;0.213
1.651000;0.2451;0.0746;0.0546;0.262
1.663000;0.2796;0.1361;0.0311;0.312
1.671000;0.2697;0.1592;0.0375;0.315
1.681000;0.2251;0.1519;0.0331;0.274
1.691000;0.1710;0.1053;0.0036;0.201
1.702000;0.0962;0.0110;-0.0823;0.127
1.744000;0.0187;-0.0368;-0.1346;0.141
1.745000;-0.0558;-0.0698;-0.1476;0.173
1.746000;-0.0796;-0.1034;-0.0924;0.160
1.747000;-0.0784;-0.1088;-0.0100;0.134
1.751000;-0.0564;-0.1039;0.1011;0.156
1.763000;-0.0641;-0.0986;0.1847;0.219
1.771000;-0.0902;-0.0964;0.2193;0.256
1.782000;-0.0826;-0.0751;0.1607;0.196
1.791000;-0.0782;-0.0296;0.0509;0.098
1.804000;-0.0586;0.0220;-0.0217;0.066
1.853000;-0.0156;0.0462;-0.0668;0.083
1.854000;-0.0144;0.0526;-0.0641;0.084
1.855000;-0.0565;0.0073;0.0017;0.057
1.856000;-0.1117;-0.0328;0.0972;0.152
1.856000;-0.1365;-0.0850;0.1544;0.223
1.864000;-0.1590;-0.1270;0.2354;0.311
1.874000;-0.1688;-0.1442;0.2326;0.321
1.890000;-0.1860;-0.1585;0.1806;0.304
1.891000;-0.1854;-0.1523;0.1203;0.268
1.937000;-0.1933;-0.1213;0.0469;0.233
1.938000;-0.2463;-0.1047;-0.0254;0.269
1.939000;-0.2571;-0.1230;-0.1180;0.309
1.940000;-0.2584;-0.1474;-0.1209;0.321
1.949000;-0.2169;-0.1418;0.0119;0.259
1.959000;-0.1664;-0.1328;0.2162;0.303
1.974000;-0.2104;-0.1872;0.3294;0.433
1.974000;0.0313;-0.0572;0.3061;0.313
1.990000;0.1343;0.0692;0.4192;0.446
1.991000;0.1693;0.1456;0.4428;0.496
2.034000;0.1606;0.1798;0.4188;0.483
2.035000;0.1428;0.1814;0.4321;0.490
2.035000;0.1383;0.1332;0.3513;0.400
2.036000;0.1469;0.0790;0.2169;0.274
2.041000;0.1399;0.0496;0.1436;0.207
2.051000;0.1416;0.0970;0.1064;0.202
2.067000;0.1386;0.1263;0.0009;0.188
2.071000;0.1168;0.1498;-0.1369;0.234
2.081000;0.0786;0.1837;-0.2327;0.307
2.091000;0.0954;0.2101;-0.2748;0.359
2.101000;0.1344;0.2026;-0.2442;0.345
2.111000;0.2093;0.2172;-0.1553;0.339
2.141000;0.1857;0.1766;-0.0872;0.271
2.143000;0.1156;0.0954;0.0120;0.150
2.144000;0.0343;0.0129;0.1408;0.145
2.150000;-0.0391;-0.0810;0.1907;0.211
2.163000;-0.0463;-0.1463;0.2439;0.288
2.171000;-0.0324;-0.1409;0.3376;0.367
2.181000;-0.0209;-0.1473;0.3412;0.372
2.191000;-0.0007;-0.1974;0.3076;0.366
2.203000;0.0799;-0.2747;0.0727;0.295
2.252000;0.0806;-0.2998;-0.2209;0.381
2.254000;-0.0430;-0.2674;-0.2321;0.357
2.255000;0.0082;-0.1263;0.1553;0.200
2.255000;0.1200;0.0088;0.3612;0.381
2.256000;0.1711;0.1013;0.4400;0.483
2.263000;0.0992;0.0634;0.5151;0.528
2.271000;-0.0491;-0.0139;0.6115;0.614
2.281000;-0.1881;-0.1284;0.6091;0.650
2.291000;-0.3137;-0.2356;0.5183;0.650
2.304000;-0.3485;-0.2753;0.4392;0.625
2.312000;-0.3014;-0.2402;0.4612;0.601
2.343000;-0.1848;-0.1247;0.5076;0.554
2.344000;-0.0288;0.0138;0.5714;0.572
2.345000;0.1092;0.0798;0.5977;0.613
2.352000;0.2383;0.1297;0.5906;0.650
2.363000;0.3055;0.1505;0.3336;0.477
2.371000;0.2292;0.1014;0.1428;0.288
2.381000;0.1252;0.0539;0.0663;0.152
2.391000;0.0414;-0.0237;0.0225;0.053
2.403000;-0.0365;-0.1388;0.0171;0.145
2.412000;-0.1238;-0.2470;0.0490;0.281
2.444000;-0.1842;-0.3334;0.0869;0.391
2.446000;-0.1802;-0.3128;0.1523;0.392
2.447000;-0.0855;-0.2026;0.1865;0.288
2.451000;-0.0107;-0.1257;0.2195;0.253
2.465000;0.0201;-0.0270;0.1459;0.150
2.471000;0.0255;0.0596;0.1275;0.143
2.481000;-0.0157;0.0675;-0.0608;0.092
2.491000;-0.0391;0.0197;-0.2176;0.222
2.504000;-0.0537;-0.0526;-0.3133;0.322
2.512000;-0.0741;-0.0899;-0.3075;0.329
2.552000;-0.0968;-0.0941;-0.2120;0.251
2.554000;-0.1443;-0.0739;-0.0628;0.174
2.555000;-0.1812;-0.0484;0.1689;0.252
2.556000;-0.1852;-0.0511;0.3587;0.407
2.561000;-0.2005;-0.0505;0.4204;0.468
2.571000;-0.1990;-0.0391;0.4021;0.450
2.585000;-0.1513;-0.0168;0.2619;0.303
2.591000;-0.1172;0.0307;0.0775;0.144
2.628000;-0.0777;0.0642;-0.1403;0.173
2.630000;-0.0409;0.0846;-0.3224;0.336
2.631000;-0.0281;0.0822;-0.4317;0.440
2.631000;-0.0741;0.0425;-0.4476;0.456
2.642000;-0.0953;-0.0100;-0.3656;0.378
2.651000;-0.1267;-0.0235;-0.1662;0.210
2.662000;-0.1707;-0.0449;-0.0634;0.188
2.671000;-0.1396;-0.0260;-0.0355;0.146
2.687000;-0.1169;-0.0095;-0.0142;0.118
2.692000;-0.0681;-0.0031;0.0468;0.083
2.733000;0.0051;-0.0741;0.1718;0.187
2.734000;0.0438;-0.1010;0.2932;0.313
2.735000;0.0110;-0.1041;0.4747;0.486
2.736000;-0.0206;-0.0678;0.6370;0.641
2.741000;-0.0564;-0.0338;0.7082;0.711
2.751000;-0.0804;-0.0463;0.6327;0.640
2.762000;-0.1037;-0.0312;0.4792;0.491
2.771000;-0.0920;-0.0364;0.3027;0.318
2.789000;-0.0958;-0.0344;0.1647;0.194
2.837000;-0.0640;-0.0292;0.1553;0.170
2.839000;0.0426;-0.0196;0.0907;0.102
2.839000;0.1461;0.0225;0.2024;0.251
2.840000;0.1486;0.0719;0.3547;0.391
2.841000;0.1137;0.0786;0.3489;0.375
2.842000;0.0814;0.0709;0.3132;0.331
2.851000;0.0361;0.0546;0.3257;0.332
2.861000;0.0046;0.0292;0.3071;0.309
2.871000;-0.0162;0.0227;0.2814;0.283
2.885000;0.0079;0.0167;0.3132;0.314
2.891000;0.0215;0.0229;0.3295;0.331
2.928000;-0.0025;0.0008;0.3328;0.333
2.929000;-0.0290;-0.0324;0.2943;0.297
2.930000;-0.0515;-0.0508;0.2653;0.275
2.931000;-0.0433;-0.0453;0.2145;0.224
2.941000;-0.0613;-0.0611;0.1396;0.164
2.951000;-0.0940;-0.0419;0.1374;0.172
2.962000;-0.1039;-0.0262;0.1375;0.174
2.971000;-0.0876;-0.0246;0.1398;0.167
2.988000;-0.0836;-0.0279;0.1516;0.175
3.030000;-0.0889;-0.0297;0.1779;0.201
3.031000;-0.0305;-0.0147;0.1931;0.196
3.032000;-0.0077;-0.0286;0.1594;0.162
3.033000;0.0215;-0.0230;0.1994;0.202
3.041000;0.0352;-0.0704;0.2096;0.224
3.051000;0.0532;-0.1092;0.2293;0.259
3.061000;0.0421;-0.1317;0.1879;0.233
3.071000;0.0178;-0.1095;0.1596;0.194
3.085000;0.0105;-0.0818;0.1110;0.138
3.091000;0.0351;-0.0423;0.0577;0.080
3.129000;0.0489;0.0120;-0.0409;0.065
3.131000;0.0668;0.0507;-0.0567;0.101
3.132000;0.0822;0.0817;-0.0530;0.127
3.132000;0.0792;0.0929;-0.0217;0.124
3.141000;0.0461;0.0929;0.0097;0.104
3.151000;0.0072;0.0833;0.0241;0.087
3.162000;-0.0126;0.0727;0.0013;0.074
3.172000;0.0183;0.0289;-0.0338;0.048
3.188000;0.0509;-0.0132;-0.0297;0.060
3.193000;0.0438;-0.0263;0.0186;0.054
3.237000;0.0147;-0.0171;0.1087;0.111
3.238000;-0.0256;-0.0274;0.1248;0.130
3.239000;-0.0642;-0.0169;0.0932;0.114
3.240000;-0.0664;0.0249;0.0067;0.071
3.242000;-0.0493;0.0943;-0.0448;0.116
3.251000;-0.0317;0.1395;-0.0029;0.143
3.261000;-0.0283;0.1493;0.1082;0.187
3.271000;-0.0096;0.1249;0.1856;0.224
3.286000;0.0124;0.0428;0.1981;0.203
3.291000;-0.0144;-0.0474;0.1794;0.186
3.325000;-0.0567;-0.0705;0.2026;0.222
3.327000;-0.0950;-0.0909;0.2258;0.261
3.327000;-0.1112;-0.1140;0.2541;0.300
3.336000;-0.1384;-0.1012;0.2886;0.336
3.341000;-0.1239;-0.1189;0.2433;0.298
3.351000;-0.1199;-0.1110;0.1849;0.247
3.361000;-0.0875;-0.0825;0.0633;0.136
3.371000;-0.0277;0.0152;0.0099;0.033
3.386000;-0.0150;0.0418;-0.0030;0.045
3.392000;-0.0189;0.0207;0.0440;0.052
3.434000;-0.0156;0.0153;0.0285;0.036
3.435000;-0.0365;0.0240;-0.0540;0.069
3.436000;-0.0535;0.0289;-0.0947;0.112
3.436000;-0.0666;0.0440;-0.0538;0.096
3.441000;-0.0798;0.0443;-0.0201;0.094
3.452000;-0.0777;0.0139;-0.0368;0.087
3.461000;-0.0851;-0.0285;-0.0282;0.094
3.471000;-0.0857;-0.0445;-0.0042;0.097
3.486000;-0.0748;-0.0317;0.0545;0.098
3.491000;-0.0462;0.0050;0.1730;0.179
3.546000;-0.0440;0.0332;0.2460;0.252
3.549000;-0.0075;0.0729;0.4233;0.430
3.550000;-0.0068;0.0565;0.4103;0.414
3.551000;-0.0669;0.0259;0.2959;0.305
3.552000;-0.0610;0.0119;0.1675;0.179
3.554000;-0.1078;0.0035;-0.0507;0.119
3.561000;-0.1143;0.0100;-0.1226;0.168
3.571000;-0.0950;0.0205;0.0387;0.105
3.587000;-0.0681;0.0474;0.2296;0.244
3.591000;-0.0406;0.0783;0.3976;0.407
3.636000;-0.0099;0.0977;0.4518;0.462
3.637000;0.0384;0.1267;0.4090;0.430
3.638000;0.0570;0.1571;0.3173;0.359
3.639000;0.0645;0.1535;0.2254;0.280
3.642000;0.0588;0.1354;0.1597;0.217
3.651000;0.0550;0.1245;0.1393;0.195
3.661000;0.0767;0.1256;0.1761;0.230
3.672000;0.0706;0.1399;0.2929;0.332
3.688000;0.1154;0.1142;0.4778;0.505
3.691000;0.1080;0.1077;0.4557;0.481
3.729000;0.0899;0.1247;0.3379;0.371
3.731000;0.0700;0.1314;0.1784;0.232
3.732000;0.0717;0.0970;0.0862;0.148
3.732000;0.0759;0.1067;0.1077;0.169
3.741000;0.0688;0.1116;0.1746;0.218
3.751000;0.0386;0.0979;0.1913;0.218
3.762000;0.0035;0.0900;0.1804;0.202
3.772000;-0.0222;0.0906;0.1168;0.149
3.790000;-0.0674;0.1152;0.0483;0.142
3.792000;-0.0857;0.1500;0.0707;0.187
3.844000;-0.0781;0.1301;0.2114;0.260
3.845000;-0.0555;0.1135;0.4106;0.430
3.846000;-0.0228;0.0755;0.5640;0.570
3.849000;-0.0147;0.0395;0.6635;0.665
3.851000;-0.0123;0.0133;0.6493;0.650
3.851000;-0.0042;0.0214;0.5598;0.560
3.861000;0.0164;0.0639;0.5194;0.524
3.871000;0.0283;0.1003;0.5064;0.517
3.888000;0.0377;0.1240;0.4947;0.511
3.891000;0.0520;0.1129;0.4447;0.462
3.930000;0.0317;0.1140;0.4365;0.452
3.931000;0.0004;0.1049;0.3566;0.372
3.932000;-0.0163;0.1166;0.2910;0.314
3.933000;-0.0021;0.1057;0.1870;0.215
3.941000;0.0175;0.0687;0.0841;0.110
3.951000;0.0075;0.0230;0.0806;0.084
3.960000;-0.0195;-0.0063;0.1357;0.137
3.971000;-0.0394;-0.0395;0.1143;0.127
3.981000;-0.0416;-0.0840;0.0752;0.120
3.991000;-0.0603;-0.1187;0.0386;0.139
4.001000;-0.0740;-0.1485;-0.0074;0.166
4.011000;-0.0993;-0.1720;-0.0627;0.208
4.036000;-0.1107;-0.2174;-0.1372;0.280
4.038000;-0.1720;-0.2421;-0.2331;0.377
4.041000;-0.1834;-0.2406;-0.3361;0.452
4.051000;-0.1798;-0.2053;-0.4642;0.538
4.060000;-0.1701;-0.1448;-0.5849;0.626
4.071000;-0.1723;-0.0660;-0.6648;0.690
4.080000;-0.1548;-0.0034;-0.6824;0.700
4.092000;-0.1446;0.0286;-0.6677;0.684
4.148000;-0.1162;0.0919;-0.5992;0.617
4.150000;-0.1464;0.1496;-0.5656;0.603
4.151000;-0.1062;0.1885;-0.5285;0.571
4.152000;-0.0246;0.2441;-0.3612;0.437
4.153000;0.0685;0.2658;-0.2301;0.358
4.154000;0.0705;0.2428;-0.1040;0.273
4.161000;0.0197;0.1741;0.0006;0.175
4.171000;-0.0754;0.0948;0.0526;0.132
4.188000;-0.1717;0.0214;0.0655;0.185
4.192000;-0.2458;-0.0055;0.0571;0.252
4.227000;-0.2788;-0.0012;-0.0168;0.279
4.229000;-0.2487;0.0663;-0.1407;0.293
4.230000;-0.2024;0.1302;-0.2823;0.371
4.231000;-0.1174;0.2075;-0.3306;0.408
4.241000;-0.0566;0.3096;-0.3165;0.446
4.251000;-0.0190;0.3466;-0.2331;0.418
4.261000;-0.0289;0.3192;-0.1306;0.346
4.271000;-0.0711;0.2416;0.0041;0.252
4.287000;-0.1206;0.1384;0.1087;0.213
4.291000;-0.1758;0.0340;0.1665;0.245
4.320000;-0.2182;-0.0116;0.1513;0.266
4.321000;-0.2403;0.0036;0.0668;0.249
4.322000;-0.2153;0.0840;-0.0367;0.234
4.333000;-0.1198;0.2154;-0.0886;0.262
4.341000;-0.0110;0.3386;-0.0649;0.345
4.351000;0.1109;0.4083;0.0675;0.428
4.361000;0.1984;0.4092;0.4247;0.622
4.372000;0.1542;0.3124;0.3807;0.516
4.390000;0.0810;0.1819;0.2746;0.339
4.394000;-0.0102;0.0722;0.1482;0.165
4.439000;-0.0679;0.0229;0.1298;0.148
4.440000;-0.0762;0.0060;0.2059;0.220
4.442000;-0.0766;0.0057;0.3050;0.315
4.442000;-0.1070;-0.0066;0.2940;0.313
4.443000;-0.1385;0.0022;0.1936;0.238
4.451000;-0.1750;0.0819;0.1354;0.236
4.461000;-0.1849;0.1587;0.0079;0.244
4.471000;-0.1742;0.2535;-0.0452;0.311
4.491000;-0.0942;0.3251;-0.0228;0.339
4.493000;0.0107;0.4087;0.0328;0.410
4.540000;0.1826;0.5072;0.1022;0.549
4.542000;0.3536;0.5185;0.1553;0.646
4.542000;0.3978;0.4783;0.2950;0.689
4.543000;0.4629;0.3899;0.4698;0.766
4.546000;0.4079;0.2319;0.7478;0.883
4.560000;0.1921;-0.1562;1.1568;1.183
4.571000;0.0601;-0.2433;1.2369;1.262
4.581000;-0.0499;-0.2330;1.3007;1.322
4.610000;-0.0683;-0.0817;1.2037;1.208
4.611000;-0.0112;0.2058;0.9349;0.957
4.612000;0.1310;0.5554;0.5718;0.808
4.621000;0.3317;0.8572;0.2684;0.957
4.631000;0.5279;1.0778;0.1365;1.208
4.642000;0.6237;1.1465;0.0395;1.306
4.652000;0.7075;1.2081;0.0102;1.400
4.661000;0.7141;1.2228;0.0150;1.416
4.671000;0.6220;1.1555;-0.1849;1.325
4.681000;0.4626;0.9924;-0.3702;1.156
4.691000;0.0706;0.5211;-0.5244;0.743
4.727000;-0.0497;0.3443;-0.5388;0.641
4.728000;-0.0790;0.2242;-0.5142;0.567
4.729000;-0.0959;0.2593;-0.4259;0.508
4.731000;-0.0521;0.3742;-0.4200;0.565
4.741000;0.0113;0.5085;-0.4498;0.679
4.751000;0.1068;0.5993;-0.4736;0.771
4.761000;0.1907;0.6297;-0.5116;0.833
4.771000;0.2398;0.6251;-0.4813;0.825
4.782000;0.2187;0.5632;-0.3050;0.677
4.799000;0.1602;0.4861;-0.0618;0.516
4.813000;-0.0402;0.2897;0.3078;0.425
4.845000;-0.1221;0.1932;0.4749;0.527
4.846000;-0.1850;0.0848;0.6786;0.708
4.848000;-0.2349;0.0240;0.7219;0.760
4.856000;-0.2616;0.0903;0.7571;0.806
4.861000;-0.2797;0.2449;0.6934;0.787
4.871000;-0.2858;0.4625;0.5822;0.797
4.881000;-0.2554;0.6388;0.4728;0.835
4.891000;-0.1791;0.7814;0.3315;0.868
4.936000;-0.1124;0.9390;0.2339;0.974
4.938000;-0.1119;1.0296;0.0577;1.037
4.939000;-0.0437;1.1253;0.0614;1.128
4.940000;0.0015;1.1735;0.0997;1.178
4.941000;-0.0029;1.1507;0.0864;1.154
4.952000;-0.0063;1.0639;0.1220;1.071
4.961000;-0.0447;0.9405;0.1540;0.954
4.971000;-0.0997;0.8038;0.2189;0.839
4.982000;-0.1607;0.6868;0.3233;0.776
4.992000;-0.1960;0.6062;0.4207;0.763
5.032000;-0.1980;0.5668;0.5218;0.795
5.034000;-0.2137;0.6012;0.5478;0.841
5.036000;-0.1455;0.6327;0.5612;0.858
5.037000;0.0335;0.6840;0.6258;0.928
5.041000;0.0677;0.6883;0.6895;0.977
5.051000;0.0224;0.6858;0.7159;0.992
5.061000;-0.0085;0.7039;0.7315;1.015
5.071000;-0.0003;0.7121;0.7122;1.007
5.081000;0.0970;0.6800;0.7764;1.037
5.092000;0.2443;0.6010;1.0088;1.199
5.132000;0.3640;0.4080;1.3830;1.487
5.134000;0.4734;0.1511;1.7109;1.782
5.135000;0.4925;-0.2027;1.9461;2.018
5.135000;0.4791;-0.6662;2.0553;2.213
5.141000;0.4003;-1.1537;1.9942;2.338
5.151000;0.2396;-1.5706;1.8276;2.422
5.161000;-0.0263;-1.8325;1.6560;2.470
5.171000;-0.3125;-1.8618;1.4699;2.393
5.181000;-0.5262;-1.6897;1.2242;2.152
5.192000;-0.6204;-1.4229;0.8699;1.779
5.232000;-0.6260;-1.2263;0.5125;1.469
5.234000;-0.4989;-1.0805;0.3707;1.247
5.235000;-0.2935;-1.0134;0.5854;1.207
5.236000;-0.0038;-1.1140;0.9120;1.440
5.241000;0.2029;-1.3638;1.3793;1.950
5.251000;0.2420;-1.5986;1.7099;2.353
5.261000;0.1082;-1.8203;1.7240;2.509
5.271000;-0.2051;-1.9962;1.3489;2.418
5.281000;-0.5320;-2.0229;0.5764;2.170
5.292000;-0.8383;-1.8353;-0.3923;2.056
5.325000;-1.0642;-1.4951;-1.1865;2.185
5.326000;-1.2099;-1.0131;-1.9034;2.472
5.327000;-1.2442;-0.5140;-2.5337;2.869
5.331000;-1.2048;-0.0200;-2.9045;3.145
5.341000;-1.0561;0.3995;-2.8109;3.029
5.351000;-0.4735;0.6517;-2.2186;2.360
5.361000;-0.0945;0.5381;-1.7597;1.843
5.371000;0.3125;0.3436;-1.3025;1.383
5.381000;0.6676;0.0978;-0.9390;1.156
5.391000;0.8723;-0.1751;-0.4818;1.012
5.426000;0.8716;-0.4762;0.2044;1.014
5.428000;0.7025;-0.8256;0.8458;1.375
5.429000;0.4687;-1.1673;1.0375;1.631
5.431000;0.2771;-1.3835;0.8329;1.638
5.441000;0.1216;-1.3944;0.2588;1.423
5.451000;0.0524;-1.2355;-0.4296;1.309
5.461000;0.0517;-0.9606;-0.8915;1.312
5.471000;0.1419;-0.6660;-1.0986;1.293
5.481000;0.2875;-0.3368;-1.0884;1.175
5.491000;0.4617;0.0317;-1.0697;1.166
5.536000;0.5892;0.3604;-1.1528;1.344
5.538000;0.6606;0.6070;-1.3596;1.629
5.539000;0.7132;0.8029;-1.5622;1.896
5.540000;0.7963;0.8798;-1.6388;2.023
5.542000;0.8241;0.8430;-1.4519;1.870
